County,Precinct,Biden VBM,Biden EV,Biden ED,Ossoff VBM,Ossoff EV,Ossoff ED,Registered Voters,Trump Election Day Votes,Trump Advanced Voting Votes,Trump Absentee by Mail Votes,Trump Provisional Votes,Trump Total Votes,Biden Election Day Votes,Biden Advanced Voting Votes,Biden Absentee by Mail Votes,Biden Provisional Votes,Biden Total Votes,Registered Voters,Perdue Election Day Votes,Perdue Advanced Voting Votes,Perdue Absentee by Mail Votes,Perdue Provisional Votes,Perdue Total Votes,Ossoff Election Day Votes,Ossoff Advanced Voting Votes,Ossoff Absentee by Mail Votes,Ossoff Provisional Votes,Ossoff Total Votes
Fulton,RW21,58.60%,40.10%,46.80%,53.20%,37.60%,47.00%,3362,89,1032,289,10,1420,77,690,409,10,1186,3362,86,1076,317,11,1490,76,648,360,10,1094
Fulton,RW22A,70.30%,64.30%,57.50%,67.20%,62.10%,59.60%,4788,143,726,221,10,1100,200,1309,524,7,2040,4788,133,765,232,8,1138,201,1251,475,7,1934
Fulton,SC01A,100.00%,93.20%,100.00%,100.00%,90.70%,100.00%,41,0,3,0,0,3,2,41,7,0,50,41,0,4,0,0,4,2,39,7,0,48
Fulton,SC01B,96.40%,97.70%,91.70%,96.00%,97.70%,93.90%,2088,11,26,11,1,49,115,1129,296,17,1557,2088,8,26,12,1,47,122,1118,288,16,1544
Fulton,SC01C,96.00%,96.90%,92.90%,96.10%,97.00%,93.70%,2249,5,34,19,2,60,83,1051,456,9,1599,2249,4,33,18,2,57,82,1054,439,7,1582
Fulton,SC02,97.90%,96.50%,97.70%,98.10%,96.80%,97.90%,1426,1,26,6,0,33,40,715,274,2,1031,1426,1,24,5,0,30,43,717,263,3,1026
Fulton,SC04,78.30%,74.60%,52.70%,76.10%,73.70%,54.30%,1080,60,107,40,1,208,62,315,144,6,527,1080,57,110,42,1,210,64,309,134,5,512
Fulton,SC05A,96.70%,97.20%,93.70%,93.20%,99.40%,95.00%,721,4,9,3,0,16,53,312,87,6,458,721,3,2,6,0,11,52,314,82,5,453
Fulton,SC05B,95.40%,97.10%,91.90%,95.00%,97.20%,92.80%,3646,15,53,24,1,93,175,1763,498,7,2443,3646,14,50,25,0,89,172,1753,475,8,2408
Fulton,SC05D,95.50%,96.20%,93.70%,96.40%,97.00%,95.30%,2808,12,51,17,0,80,176,1287,364,2,1829,2808,9,40,13,0,62,180,1285,350,2,1817
Fulton,SC05E,79.90%,87.60%,79.60%,78.50%,88.80%,79.20%,688,10,34,30,0,74,36,241,119,3,399,688,9,31,31,1,72,36,246,113,2,397
Fulton,SC07A,91.60%,88.80%,82.70%,91.20%,89.30%,87.20%,4506,48,224,93,0,365,218,1784,1015,11,3028,4506,34,213,94,0,341,221,1779,975,10,2985
Fulton,SC07C,66.70%,100.00%,100.00%,33.30%,100.00%,100.00%,41,0,0,1,0,1,1,8,2,0,11,41,0,0,2,0,2,1,8,1,0,10
Fulton,SC07D,92.60%,96.20%,94.40%,93.30%,96.50%,93.40%,2038,8,33,7,0,48,130,839,87,4,1060,2038,9,30,6,0,45,124,836,83,4,1047
Fulton,SC08B,94.10%,96.70%,89.50%,95.30%,96.60%,92.20%,4096,29,53,40,2,124,250,1537,641,14,2442,4096,21,54,30,2,107,255,1516,613,15,2399
Fulton,SC08C,100.00%,100.00%,100.00%,94.40%,97.80%,100.00%,91,0,0,0,0,0,6,47,18,0,71,91,0,1,1,0,2,6,45,17,0,68
Fulton,SC08D,95.10%,97.00%,100.00%,96.30%,97.90%,100.00%,605,0,7,4,0,11,38,229,78,0,345,605,0,5,3,0,8,40,231,79,0,350
Fulton,SC08E,98.50%,95.70%,95.00%,98.40%,98.00%,100.00%,724,3,13,1,0,17,53,291,65,4,413,724,0,6,1,0,7,59,294,63,4,420
Fulton,SC08F,99.00%,98.30%,82.20%,99.00%,98.20%,88.40%,793,8,5,1,0,14,36,283,100,1,420,793,5,5,1,0,11,37,280,97,1,415
Fulton,SC08G,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,14,0,0,0,0,0,0,3,0,0,3,14,0,0,0,0,0,0,3,0,0,3
Fulton,SC09A,95.40%,94.60%,97.40%,94.50%,95.20%,97.90%,1865,5,30,11,0,46,179,525,227,12,943,1865,3,26,12,1,42,180,519,206,10,915
Fulton,SC09B,97.60%,97.20%,87.70%,98.10%,96.70%,94.70%,1920,15,21,9,1,46,111,720,368,3,1202,1920,7,24,7,0,38,123,706,356,2,1187
Fulton,SC09C,96.40%,96.40%,87.80%,96.90%,96.60%,92.50%,1852,22,20,11,1,54,165,535,297,1,998,1852,14,19,9,0,42,172,532,285,1,990
Fulton,SC10,93.90%,96.40%,87.90%,95.10%,96.10%,93.60%,1912,19,16,12,2,49,144,430,186,8,768,1912,11,17,9,0,37,153,420,175,9,757
Fulton,SC11A,96.30%,96.20%,92.50%,97.30%,97.30%,94.20%,1656,10,21,10,3,44,140,537,262,21,960,1656,9,15,7,1,32,141,533,254,22,950
Fulton,SC11B,97.20%,94.80%,89.80%,98.10%,95.70%,90.60%,1691,13,29,9,0,51,109,530,314,6,959,1691,12,24,6,0,42,110,530,306,6,952
Fulton,SC13,96.60%,94.50%,87.60%,95.10%,94.90%,89.10%,2895,21,77,15,2,115,157,1321,421,5,1904,2895,19,70,20,0,109,148,1312,389,7,1856
Fulton,SC14A,99.00%,93.10%,88.20%,100.00%,94.90%,94.10%,1030,8,23,1,0,32,60,310,104,0,474,1030,4,17,0,0,21,64,318,94,0,476
Fulton,SC15,93.60%,95.60%,90.10%,93.30%,96.20%,92.70%,4522,28,92,56,0,176,251,1976,817,5,3049,4522,21,77,56,0,154,262,1969,774,5,3010
Fulton,SC15A,98.30%,98.00%,92.40%,97.20%,98.10%,94.20%,2482,11,27,2,0,40,133,1300,113,0,1546,2482,8,25,3,0,36,131,1288,106,0,1525
Fulton,SC16A,97.50%,97.80%,89.80%,97.50%,97.90%,94.40%,5175,31,54,23,0,108,273,2446,881,0,3600,5175,17,52,22,0,91,286,2433,854,0,3573
Fulton,SC17A,90.90%,100.00%,100.00%,90.00%,96.70%,100.00%,60,0,0,1,0,1,1,32,10,0,43,60,0,1,1,0,2,1,29,9,0,39
Fulton,SC17B,0.00%,50.00%,100.00%,0.00%,50.00%,100.00%,10,0,1,0,0,1,0,1,0,3,4,10,0,1,0,0,1,0,1,0,3,4
Fulton,SC17C,95.40%,95.30%,83.60%,94.80%,95.40%,87.30%,1293,12,24,9,0,45,61,486,185,0,732,1293,9,23,10,0,42,62,482,181,0,725
Fulton,SC18A,99.20%,96.50%,90.70%,98.20%,95.50%,92.90%,570,4,8,1,0,13,39,220,121,0,380,570,3,10,2,0,15,39,213,111,0,363
Fulton,SC18B,94.60%,97.20%,95.30%,95.00%,97.20%,95.30%,915,2,13,9,0,24,41,456,157,0,654,915,2,13,8,0,23,41,452,152,0,645
Fulton,SC18C,95.10%,96.10%,89.20%,96.30%,96.30%,92.60%,2100,9,41,22,0,72,74,1007,426,0,1507,2100,6,38,16,0,60,75,1000,420,0,1495
Fulton,SC19A,91.50%,97.70%,83.30%,91.10%,98.90%,57.10%,213,1,2,4,0,7,4,86,43,1,134,213,3,1,4,0,8,3,88,41,1,133
Fulton,SC19B,94.30%,96.40%,94.60%,93.70%,96.80%,96.60%,1628,8,16,13,0,37,131,429,217,9,786,1628,5,14,14,0,33,135,421,209,8,773
Fulton,SC20,97.90%,97.50%,93.60%,97.80%,97.60%,93.70%,2562,5,38,8,4,55,106,1464,368,26,1964,2562,5,36,8,4,53,107,1464,359,27,1957
Fulton,SC211,95.10%,95.50%,92.50%,93.00%,96.50%,93.30%,1828,8,39,15,0,62,98,820,294,0,1212,1828,7,30,21,0,58,98,818,280,0,1196
Fulton,SC212,92.00%,94.50%,90.70%,92.20%,95.50%,92.70%,4244,25,98,52,1,176,246,1688,594,9,2537,4244,20,80,49,1,150,253,1686,578,12,2529
Fulton,SC23A,96.80%,96.50%,92.30%,96.50%,97.30%,94.30%,3854,27,41,21,1,90,324,1119,632,10,2085,3854,20,31,22,0,73,322,1111,610,11,2054
Fulton,SC23B,91.00%,96.60%,91.50%,88.60%,97.00%,92.70%,557,5,6,11,0,22,52,169,111,2,334,557,4,5,13,0,22,49,163,101,2,315
Fulton,SC23C,97.10%,95.90%,91.30%,98.20%,97.10%,92.60%,2606,19,37,12,0,68,198,866,401,2,1467,2606,16,26,7,0,49,198,868,390,2,1458
Fulton,SC27,96.10%,96.30%,90.80%,97.00%,96.80%,95.00%,2361,15,28,19,0,62,148,724,470,0,1342,2361,8,24,14,0,46,151,719,456,0,1326
Fulton,SC29A,97.90%,95.50%,94.20%,97.40%,95.50%,95.50%,3154,17,45,12,0,74,266,946,555,9,1776,3154,13,44,14,0,71,270,935,520,9,1734
Fulton,SC30A,100.00%,91.30%,76.90%,100.00%,95.70%,75.00%,157,1,4,0,2,7,3,42,62,7,114,157,1,2,0,2,5,4,44,59,5,112
Fulton,SC30B,97.50%,97.10%,88.30%,96.00%,97.00%,95.00%,1110,7,11,4,0,22,53,366,156,0,575,1110,3,11,6,0,20,57,356,143,0,556
Fulton,SS01,61.90%,41.60%,24.00%,55.00%,37.90%,17.90%,4846,235,1310,491,2,2038,71,933,799,4,1807,4846,255,1386,570,2,2213,52,847,696,4,1599
Fulton,SS02A,69.90%,59.90%,56.90%,65.30%,56.00%,50.00%,1206,28,214,89,0,331,32,320,207,5,564,1206,33,234,100,0,367,28,298,188,5,519
Fulton,SS02B,80.90%,74.70%,56.50%,77.40%,74.20%,58.00%,1318,34,145,49,3,231,44,429,207,4,684,1318,31,145,57,3,236,44,416,195,3,658
Fulton,SS03,72.50%,59.00%,40.30%,67.80%,55.10%,35.50%,1577,68,306,96,3,473,47,440,253,1,741,1577,75,336,109,3,523,42,412,230,1,685
Fulton,SS04,73.00%,66.30%,53.10%,69.80%,65.40%,50.50%,3763,134,536,216,9,895,150,1053,584,12,1799,3763,137,544,230,9,920,136,1029,532,13,1710
Fulton,SS05,67.50%,52.90%,28.70%,60.80%,48.80%,25.20%,1853,93,431,164,4,692,38,484,341,1,864,1853,100,470,197,4,771,34,448,306,1,789
Fulton,SS06,66.20%,50.70%,49.30%,58.30%,47.00%,42.50%,1667,51,401,147,26,625,38,413,288,37,776,1667,57,429,181,27,694,29,381,253,33,696
Fulton,SS07A,54.90%,52.60%,40.40%,47.40%,48.10%,32.70%,1254,30,268,172,1,471,21,297,209,0,527,1254,35,291,195,0,521,17,270,176,0,463
Fulton,SS07B,67.80%,64.40%,64.30%,64.00%,62.00%,59.60%,793,20,117,58,0,195,35,212,122,1,370,793,23,123,62,0,208,33,201,110,1,345
Fulton,SS07C,65.10%,48.40%,57.10%,61.20%,44.20%,51.00%,809,16,128,81,5,230,16,120,151,12,299,809,18,140,85,6,249,14,111,134,11,270
Fulton,SS08A,77.60%,72.30%,53.20%,75.90%,71.90%,53.50%,1891,85,223,64,9,381,99,582,222,8,911,1891,85,226,66,8,385,100,577,208,7,892
Fulton,SS08B,66.00%,48.60%,51.50%,59.60%,47.20%,43.80%,696,16,168,68,0,252,17,159,132,0,308,696,18,168,78,0,264,14,150,115,0,279
Fulton,SS08C,77.60%,68.20%,45.00%,78.10%,68.30%,41.50%,716,22,93,37,0,152,18,199,128,0,345,716,24,92,35,0,151,17,198,125,0,340
Fulton,SS08D,75.70%,69.20%,55.40%,73.10%,66.30%,53.50%,1555,45,191,74,0,310,56,430,231,0,717,1555,47,208,79,0,334,54,409,215,0,678
Fulton,SS09A,63.10%,45.70%,28.00%,54.80%,40.50%,24.40%,3193,167,756,350,0,1273,65,637,598,0,1300,3193,170,831,420,0,1421,55,566,509,0,1130
Fulton,SS09B,64.90%,47.60%,32.20%,57.70%,42.60%,30.10%,3611,121,928,347,3,1399,57,844,642,2,1545,3611,124,1012,411,4,1551,54,751,560,1,1366
Fulton,SS11A,69.90%,64.90%,59.70%,65.30%,62.70%,56.70%,4026,138,563,230,5,936,204,1040,533,8,1785,4026,152,596,257,4,1009,195,1003,484,9,1691
Fulton,SS11B,82.30%,69.80%,72.40%,81.70%,69.00%,72.60%,1412,34,158,43,0,235,88,366,200,1,655,1412,34,162,42,0,238,89,361,187,1,638
Fulton,SS11C,84.80%,82.50%,82.90%,86.70%,82.80%,84.80%,361,6,22,5,0,33,28,104,28,1,161,361,5,22,4,0,31,27,106,26,1,160
Fulton,SS11D,70.90%,49.70%,22.20%,62.00%,47.60%,21.40%,397,21,94,30,0,145,6,93,73,0,172,397,22,98,38,0,158,6,89,62,0,157
Fulton,SS12,66.30%,55.90%,40.40%,57.30%,51.50%,33.80%,2897,116,565,256,5,942,76,716,504,6,1302,2897,128,615,318,5,1066,63,652,426,5,1146
Fulton,SS13A,68.20%,53.30%,48.60%,62.30%,49.20%,48.30%,2103,90,432,128,3,653,85,493,274,3,855,2103,87,469,149,3,708,81,454,246,3,784
Fulton,SS13B,72.40%,56.10%,54.70%,67.00%,53.20%,55.80%,1278,43,271,54,0,368,51,347,142,1,541,1278,42,289,63,0,394,52,328,128,1,509
Fulton,SS14,60.10%,38.40%,19.60%,49.10%,31.90%,11.10%,1412,77,457,130,1,665,19,285,196,0,500,1412,87,505,162,1,755,11,237,156,0,404
Fulton,SS15A,88.00%,85.40%,76.20%,88.30%,85.20%,76.20%,2756,66,134,37,1,238,211,786,272,4,1273,2756,65,134,34,1,234,207,770,256,4,1237
Fulton,SS15B,75.50%,69.30%,58.90%,71.70%,68.50%,59.00%,1730,86,198,60,0,344,122,448,185,1,756,1730,83,199,68,1,351,120,433,172,1,726
Fulton,SS16,67.30%,46.00%,24.80%,58.90%,39.60%,23.30%,2116,93,532,204,4,833,29,453,420,3,905,2116,94,597,250,5,946,28,391,358,2,779
Fulton,SS17,62.90%,51.40%,45.40%,58.10%,48.70%,40.40%,3686,191,757,299,6,1253,155,801,506,9,1471,3686,207,791,330,5,1333,136,752,457,8,1353
Fulton,SS18A,67.60%,51.40%,27.50%,63.80%,46.90%,17.60%,657,37,151,59,0,247,14,160,123,0,297,657,42,164,64,0,270,9,145,113,0,267
Fulton,SS18B,63.60%,47.40%,17.60%,63.90%,43.90%,16.70%,241,13,61,24,1,99,2,55,42,1,100,241,14,64,22,1,101,2,50,39,1,92
Fulton,SS19A,81.00%,74.50%,70.00%,77.60%,74.30%,68.20%,3299,60,335,92,7,494,149,981,393,7,1530,3299,60,333,104,7,504,137,965,361,7,1470
Fulton,SS19B,79.10%,72.60%,67.70%,73.10%,71.50%,65.80%,2342,49,278,84,32,443,93,735,317,77,1222,2342,52,285,105,31,473,88,716,285,72,1161
Fulton,SS20,79.40%,66.50%,67.20%,74.20%,65.80%,67.90%,2404,63,295,87,4,449,128,586,336,9,1059,2404,59,300,108,4,471,125,576,311,8,1020
Fulton,SS22,65.70%,59.40%,54.80%,63.70%,57.40%,54.70%,2834,101,374,214,2,691,121,547,410,4,1082,2834,101,390,213,0,704,118,526,374,4,1022
Fulton,SS26,83.70%,82.30%,80.90%,80.40%,83.10%,81.00%,3824,51,254,73,4,382,223,1183,375,10,1791,3824,47,236,82,5,370,210,1163,336,11,1720
Fulton,SS29A,70.60%,65.30%,42.60%,65.80%,62.00%,40.20%,2842,127,418,179,5,729,96,788,430,2,1316,2842,129,452,204,5,790,89,739,392,1,1221
Fulton,SS31,71.40%,56.40%,49.50%,65.10%,55.10%,47.40%,1703,50,336,118,0,504,49,434,294,0,777,1703,51,343,140,0,534,46,421,261,0,728
Fulton,UC01A,94.80%,94.80%,90.10%,95.80%,95.50%,93.40%,4234,33,66,19,2,120,306,1194,347,12,1859,4234,23,55,14,0,92,311,1178,322,13,1824
Fulton,UC01B,100.00%,95.20%,88.50%,100.00%,95.80%,94.10%,428,4,7,0,2,13,42,139,31,4,216,428,1,6,0,2,9,45,138,29,3,215
Fulton,UC01E,92.00%,96.70%,90.90%,94.40%,96.70%,95.20%,512,4,9,6,0,19,40,265,69,0,374,512,2,9,4,0,15,40,265,68,0,373
Fulton,UC02A,95.40%,96.10%,89.60%,96.20%,96.50%,92.80%,5609,34,88,56,3,181,303,2177,1151,17,3648,5609,22,77,43,3,145,307,2151,1103,15,3576
Fulton,UC02B,100.00%,71.40%,66.70%,100.00%,71.40%,100.00%,32,1,4,0,0,5,2,10,3,0,15,32,0,4,0,0,4,2,10,3,0,15
Fulton,UC02C,87.50%,93.80%,87.50%,92.70%,93.90%,90.90%,3614,21,80,18,0,119,135,1220,126,12,1493,3614,15,78,10,0,103,136,1195,127,13,1471
Fulton,UC031,75.40%,86.60%,84.50%,75.20%,86.80%,85.10%,2745,29,98,135,3,265,150,635,413,25,1223,2745,26,95,128,4,253,150,627,389,21,1187
Fulton,UC032,83.20%,89.80%,76.00%,80.00%,89.70%,76.90%,393,6,15,16,0,37,18,132,79,1,230,393,6,15,18,0,39,19,131,72,1,223
Gilmer,1,44.60%,15.90%,12.70%,43.40%,15.60%,13.20%,3172,368,1091,302,2,1763,54,207,243,0,504,3172,360,1074,288,2,1724,55,199,221,0,475
Gilmer,2,33.30%,11.40%,5.30%,30.20%,11.20%,4.50%,1598,409,472,172,2,1055,23,61,86,0,170,1598,400,467,173,2,1042,19,59,75,0,153
Gilmer,3,27.30%,12.20%,10.20%,26.50%,13.00%,9.60%,1782,442,461,133,0,1036,50,64,50,0,164,1782,432,443,125,0,1000,46,66,45,0,157
Gilmer,4,36.60%,8.40%,10.50%,36.30%,7.60%,12.30%,1234,308,326,92,0,726,36,30,53,0,119,1234,291,326,86,0,703,41,27,49,0,117
Gilmer,5,35.40%,16.40%,8.10%,33.00%,16.50%,9.30%,2939,532,910,303,3,1748,47,179,166,0,392,2939,515,892,293,2,1702,52,176,144,1,373
Gilmer,6,39.90%,23.40%,14.50%,34.60%,22.90%,13.70%,926,248,210,98,0,556,42,64,65,0,171,926,246,209,104,0,559,39,62,55,0,156
Gilmer,7,42.80%,12.70%,10.00%,37.60%,12.10%,10.20%,1391,295,481,158,3,937,33,70,118,0,221,1391,288,480,164,3,935,33,66,99,0,198
Gilmer,8,28.80%,15.60%,9.90%,28.10%,16.00%,10.70%,1139,263,342,109,1,715,29,63,44,0,136,1139,258,337,105,1,701,31,64,41,0,136
Gilmer,9,28.60%,15.40%,15.80%,23.60%,14.50%,12.00%,1655,230,593,190,0,1013,43,108,76,0,227,1655,235,596,194,0,1025,32,101,60,0,193
Gilmer,10,27.60%,17.20%,8.10%,28.50%,15.40%,7.40%,1810,294,571,184,1,1050,26,119,70,0,215,1810,287,567,171,1,1026,23,103,68,0,194
Gilmer,11,36.30%,11.80%,7.90%,35.40%,11.40%,6.30%,1288,359,345,107,0,811,31,46,61,0,138,1288,354,341,104,0,799,24,44,57,0,125
Gilmer,12,43.20%,14.30%,6.70%,39.80%,13.90%,7.20%,1479,374,396,147,0,917,27,66,112,0,205,1479,360,389,148,0,897,28,63,98,0,189
Gilmer,13,40.10%,16.60%,4.60%,38.90%,15.40%,4.70%,1851,249,665,188,0,1102,12,132,126,0,270,1851,245,666,182,0,1093,12,121,116,0,249
Glascock,EDGH,15.40%,16.10%,0.00%,15.40%,16.70%,0.00%,136,51,47,11,0,109,0,9,2,0,11,136,51,45,11,0,107,0,9,2,0,11
Glascock,GIBS,24.40%,6.60%,14.50%,21.30%,5.70%,14.90%,677,106,271,65,0,442,18,19,21,0,58,677,103,263,59,0,425,18,16,16,0,50
Glascock,MILL,16.90%,4.80%,4.50%,18.30%,5.20%,5.90%,778,147,338,69,0,554,7,17,14,0,38,778,144,331,67,0,542,9,18,15,0,42
Glascock,MITC,21.10%,10.90%,13.20%,21.60%,10.50%,13.30%,448,99,139,60,0,298,15,17,16,0,48,448,98,136,58,0,292,15,16,16,0,47
Glynn,1713,43.00%,19.20%,20.30%,41.50%,19.20%,19.60%,4578,409,1503,365,3,2280,104,356,275,1,736,4578,401,1486,361,2,2250,97,353,256,1,707
Glynn,1923,52.70%,24.50%,16.00%,50.20%,24.10%,17.50%,3460,414,1104,205,2,1725,77,358,228,2,665,3460,394,1085,204,2,1685,83,344,206,1,634
Glynn,1933,51.90%,24.90%,22.50%,50.10%,24.40%,20.10%,2824,306,913,208,0,1427,89,302,224,0,615,2824,311,909,208,0,1428,78,293,209,0,580
Glynn,1943,32.20%,15.10%,17.10%,29.60%,14.90%,17.10%,2529,264,973,223,2,1462,55,173,106,0,334,2529,255,956,214,2,1427,53,168,90,0,311
Glynn,2713,47.90%,26.90%,20.20%,43.70%,24.60%,20.60%,3699,274,1395,417,3,2089,69,514,383,1,967,3699,263,1424,436,3,2126,68,465,338,1,872
Glynn,2923,52.00%,22.50%,13.60%,46.00%,20.00%,13.00%,2823,214,1143,306,2,1665,34,331,332,0,697,2823,213,1180,337,2,1732,32,295,287,0,614
Glynn,2933,53.10%,26.20%,17.40%,48.20%,24.70%,15.90%,4333,275,1725,398,1,2399,57,613,451,1,1122,4333,280,1758,416,1,2455,52,576,387,1,1016
Glynn,2943,49.20%,26.60%,24.90%,45.70%,25.00%,24.20%,4316,275,1608,429,0,2312,89,583,416,2,1090,4316,272,1626,449,0,2347,85,543,378,2,1008
Glynn,2953,69.00%,44.80%,27.10%,66.00%,43.60%,26.90%,774,200,79,62,2,343,75,64,138,0,277,774,196,79,66,2,343,73,61,128,0,262
Glynn,3713,51.40%,29.50%,23.90%,52.60%,29.10%,24.30%,3925,386,1094,242,3,1725,122,457,256,0,835,3925,371,1079,218,3,1671,119,442,242,1,804
Glynn,3723,47.70%,25.40%,26.00%,44.90%,25.60%,26.80%,2109,212,571,124,1,908,74,194,113,1,382,2109,207,558,125,1,891,75,192,102,1,370
Glynn,3733,45.40%,25.30%,20.50%,41.80%,24.50%,22.10%,2960,300,854,255,3,1412,78,289,212,0,579,2960,294,846,253,2,1395,84,275,182,0,541
Glynn,3743,53.20%,26.90%,21.20%,52.40%,25.90%,18.80%,3288,310,966,251,3,1530,83,356,285,1,725,3288,312,967,245,3,1527,72,338,270,1,681
Glynn,4913,42.90%,30.60%,39.40%,42.50%,30.40%,39.60%,3286,192,820,272,5,1289,127,362,204,1,694,3286,191,806,262,4,1263,127,352,194,1,674
Glynn,4923,70.10%,58.20%,51.40%,69.40%,56.90%,53.50%,3313,187,431,168,1,787,198,601,393,1,1193,3313,173,440,162,0,775,198,582,368,1,1149
Glynn,4933,70.00%,54.00%,48.20%,69.10%,53.10%,44.70%,2971,132,411,144,1,688,123,483,336,1,943,2971,139,407,141,1,688,113,461,316,0,890
Glynn,5913,71.70%,55.20%,59.10%,71.10%,54.50%,59.10%,2367,96,338,119,0,553,137,416,302,2,857,2367,95,332,116,0,543,135,397,285,2,819
Glynn,5923,76.40%,61.80%,53.70%,75.30%,61.30%,53.80%,3320,154,362,122,1,639,177,585,395,3,1160,3320,149,354,123,1,627,173,561,374,2,1110
Glynn,5933,91.30%,89.40%,84.90%,90.40%,88.70%,83.10%,3638,53,86,49,1,189,301,723,517,2,1543,3638,59,89,50,0,198,287,696,473,3,1459
Glynn,5943,85.40%,64.30%,64.00%,85.50%,62.70%,64.30%,1439,48,116,29,1,194,84,209,169,3,465,1439,45,116,27,1,189,80,195,159,3,437
Gordon,1054,31.90%,10.20%,6.60%,28.70%,10.10%,6.30%,1471,436,360,94,1,891,31,41,44,0,116,1471,427,356,92,1,876,29,40,37,0,106
Gordon,1055,35.10%,12.80%,10.00%,34.90%,12.40%,10.60%,2044,528,456,131,3,1118,59,67,71,0,197,2044,519,454,125,3,1101,62,64,67,0,193
Gordon,1056,29.80%,10.80%,9.80%,28.00%,10.80%,10.30%,5380,1145,1711,388,2,3246,125,207,165,0,497,5380,1118,1691,375,2,3186,129,204,146,0,479
Gordon,1063,38.50%,9.40%,5.80%,37.40%,9.20%,5.90%,1071,324,261,59,0,644,20,27,37,0,84,1071,318,257,57,0,632,20,26,34,0,80
Gordon,1064,33.30%,20.40%,11.70%,30.90%,21.00%,11.30%,667,218,117,68,0,403,29,30,34,0,93,667,213,113,67,0,393,27,30,30,0,87
Gordon,1235,33.60%,13.30%,6.50%,32.30%,13.50%,6.30%,1439,444,255,91,0,790,31,39,46,0,116,1439,433,244,84,0,761,29,38,40,0,107
Gordon,849-A,33.60%,16.30%,15.80%,31.80%,16.20%,16.50%,6423,843,1910,471,3,3227,159,372,238,0,769,6423,816,1877,459,1,3153,161,363,214,0,738
Gordon,849-B,46.00%,23.60%,26.10%,43.30%,23.10%,26.80%,9532,947,2634,651,1,4233,333,814,554,1,1702,9532,920,2600,651,1,4172,337,779,497,0,1613
Gordon,856,35.50%,11.70%,10.70%,36.10%,11.10%,10.90%,1914,358,590,149,0,1097,43,78,82,0,203,1914,353,578,140,0,1071,43,72,79,0,194
Gordon,874,24.30%,9.20%,7.70%,24.40%,9.70%,7.30%,1991,686,356,171,2,1215,57,36,55,0,148,1991,668,346,158,2,1174,53,37,51,0,141
Gordon,973,39.80%,14.70%,10.50%,37.20%,14.30%,11.30%,2965,658,891,153,1,1703,77,154,101,0,332,2965,637,881,155,1,1674,81,147,92,0,320
Gordon,980,24.80%,13.60%,8.90%,25.00%,13.20%,9.20%,1532,399,325,112,2,838,39,51,37,0,127,1532,392,316,108,2,818,40,48,36,0,124
Grady,B,34.30%,15.20%,13.90%,41.20%,15.30%,14.80%,916,176,290,44,3,513,25,52,23,4,104,916,171,287,40,2,500,26,52,28,4,110
Grady,C04,82.30%,79.90%,82.50%,81.00%,77.90%,80.20%,2532,43,178,77,0,298,200,708,358,3,1269,2532,48,193,80,0,321,191,680,340,3,1214
Grady,C05,53.50%,39.10%,42.70%,49.00%,38.40%,41.50%,2606,160,645,180,0,985,115,414,207,4,740,2606,161,644,185,1,991,112,401,178,3,694
Grady,D,59.60%,30.00%,13.00%,61.90%,28.40%,12.00%,470,80,126,36,0,242,12,54,53,0,119,470,81,126,32,0,239,11,50,52,0,113
Grady,H,47.80%,28.80%,25.60%,47.50%,28.80%,25.20%,854,177,158,83,0,418,61,64,76,0,201,854,175,156,83,0,414,59,63,75,0,197
Grady,L,50.00%,14.40%,6.30%,43.20%,15.30%,3.20%,320,60,113,23,0,196,4,19,23,0,46,320,60,111,25,0,196,2,20,19,0,41
Grady,M,36.70%,20.40%,16.90%,37.60%,20.30%,15.50%,1412,195,429,138,2,764,40,110,80,0,230,1412,199,424,128,2,753,37,108,77,0,222
Grady,P,42.90%,30.50%,26.80%,44.10%,30.10%,26.90%,1003,159,239,64,2,464,59,105,48,0,212,1003,156,237,57,2,452,58,102,45,0,205
Grady,R,47.70%,29.90%,11.80%,47.70%,29.50%,12.80%,475,105,110,46,0,261,14,47,42,0,103,475,102,110,45,0,257,15,46,41,0,102
Grady,S,26.30%,9.30%,7.50%,26.70%,10.40%,7.10%,758,209,194,70,0,473,17,20,25,0,62,758,210,189,66,0,465,16,22,24,0,62
Grady,SH,34.70%,10.00%,4.70%,36.10%,9.70%,4.90%,561,121,206,47,0,374,6,23,25,0,54,561,117,205,46,0,368,6,22,26,0,54
Grady,W,37.50%,23.60%,14.90%,33.10%,24.10%,16.80%,1226,228,317,95,0,640,40,98,57,0,195,1226,218,311,91,0,620,44,99,45,0,188
Grady,WL,32.20%,14.20%,11.80%,31.10%,12.90%,12.40%,2309,315,891,200,0,1406,42,147,95,0,284,2309,304,894,195,0,1393,43,132,88,0,263
Greene,1,72.10%,45.70%,56.30%,70.50%,44.40%,54.80%,3999,161,926,200,0,1287,201,778,516,6,1501,3999,164,945,202,1,1312,195,755,482,5,1437
Greene,4,67.60%,44.00%,53.50%,67.60%,43.20%,52.80%,1873,138,368,108,0,614,159,289,225,0,673,1873,137,369,103,0,609,153,281,215,0,649
Greene,5,69.30%,38.70%,63.30%,69.30%,38.90%,59.40%,991,61,223,54,0,338,105,141,122,0,368,991,67,218,51,0,336,98,139,115,0,352
